user_id,record_date,record_year,record_month,record_month_name,age,age_group,gender,education_level,employment_status,job_title,region,monthly_income_usd,annual_income_usd,monthly_expenses_usd,annual_expenses_usd,monthly_surplus_usd,expense_to_income_ratio,savings_usd,savings_rate,savings_to_income_ratio,emergency_fund_months,has_loan,loan_type,loan_amount_usd,loan_term_months,monthly_emi_usd,emi_to_income_ratio,loan_interest_rate_pct,debt_to_income_ratio,credit_score,income_group,financial_health_category
U11755,2023-01-24,2023,1,January,45,45-54,Other,Master,Employed,Accountant,North America,579.91,6958.92,256.04,3072.48,-2219.13,0.44,59772.37,-3.83,8.59,233.45,Yes,Education,146411.83,300,2543.0,4.39,20.72,4.39,575,Low,Needs Attention
U11756,2022-01-29,2022,1,January,66,65+,Other,Master,Unemployed,Student,Other,500.0,6000.0,442.16,5305.92,57.84,0.88,11427.75,0.12,1.9,25.85,No,None,0.0,0,0.0,0.0,0.0,0.0,402,Low,Needs Attention
U11757,2021-10-31,2021,10,October,40,35-44,Female,Bachelor,Employed,Student,North America,6269.78,75237.36,3700.65,44407.8,2569.13,0.59,336918.59,0.41,4.48,91.04,No,None,0.0,0,0.0,0.0,0.0,0.0,532,Upper-Middle,Moderate
U11758,2022-07-06,2022,7,July,22,18-24,Female,Other,Employed,Salesperson,Africa,1420.73,17048.76,583.14,6997.68,837.59,0.41,72585.54,0.59,4.26,124.47,No,None,0.0,0,0.0,0.0,0.0,0.0,400,Low,Healthy
U11759,2021-09-24,2021,9,September,61,55-64,Male,Bachelor,Employed,Student,Europe,6169.22,74030.64,3574.11,42889.32,-12076.7,0.58,643188.45,-1.96,8.69,179.96,Yes,Home,396690.93,36,14671.81,2.38,19.65,2.38,840,Upper-Middle,Needs Attention
U11760,2025-06-19,2025,6,June,20,18-24,Male,PhD,Employed,Student,Other,3924.7,47096.4,2970.23,35642.76,954.47,0.76,232219.92,0.24,4.93,78.18,No,None,0.0,0,0.0,0.0,0.0,0.0,638,Lower-Middle,Needs Attention
U11761,2023-09-27,2023,9,September,25,25-34,Male,Bachelor,Employed,Teacher,North America,6335.74,76028.88,2768.81,33225.72,316.73,0.44,440971.45,0.05,5.8,159.26,Yes,Home,143653.53,60,3250.2,0.51,12.75,0.51,658,Upper-Middle,Needs Attention
U11762,2022-09-20,2022,9,September,46,45-54,Male,Master,Unemployed,Accountant,Other,3357.77,40293.24,1304.48,15653.76,2053.29,0.39,194023.07,0.61,4.82,148.74,No,None,0.0,0,0.0,0.0,0.0,0.0,363,Lower-Middle,Healthy
U11763,2025-06-23,2025,6,June,31,25-34,Female,Bachelor,Employed,Student,Asia,5184.45,62213.4,1562.09,18745.08,3622.36,0.3,96396.01,0.7,1.55,61.71,No,None,0.0,0,0.0,0.0,0.0,0.0,762,Middle,Healthy
U11764,2024-05-04,2024,5,May,61,55-64,Female,Other,Employed,Teacher,Other,1112.9,13354.8,394.68,4736.16,-40.42,0.35,31428.69,-0.04,2.35,79.63,Yes,Business,137537.49,360,758.64,0.68,5.24,0.68,793,Low,Needs Attention
U11765,2022-03-06,2022,3,March,53,45-54,Male,Bachelor,Employed,Driver,Other,3832.74,45992.88,1637.73,19652.76,2195.01,0.43,126207.84,0.57,2.74,77.06,No,None,0.0,0,0.0,0.0,0.0,0.0,731,Lower-Middle,Healthy
U11766,2023-09-30,2023,9,September,25,25-34,Other,High School,Self-employed,Student,Africa,2418.76,29025.12,884.0,10608.0,1534.76,0.37,94250.14,0.63,3.25,106.62,No,None,0.0,0,0.0,0.0,0.0,0.0,666,Lower-Middle,Healthy
U11767,2024-09-05,2024,9,September,62,55-64,Female,Master,Employed,Engineer,North America,6280.61,75367.32,2300.23,27602.76,2873.63,0.37,100952.39,0.46,1.34,43.89,Yes,Business,80849.71,180,1106.75,0.18,14.55,0.18,310,Upper-Middle,Healthy
U11768,2022-01-12,2022,1,January,68,65+,Male,High School,Employed,Engineer,Other,5670.05,68040.6,4364.44,52373.28,1034.16,0.77,186929.4,0.18,2.75,42.83,Yes,Education,38825.45,300,271.45,0.05,6.88,0.05,751,Middle,Needs Attention
U11769,2023-07-09,2023,7,July,59,55-64,Male,Master,Employed,Manager,Asia,2328.11,27937.32,1957.94,23495.28,-2577.02,0.84,147911.14,-1.11,5.29,75.54,Yes,Business,289046.22,180,2947.19,1.27,9.09,1.27,518,Lower-Middle,Needs Attention
U11770,2025-01-19,2025,1,January,64,55-64,Female,Master,Employed,Unemployed,Africa,2320.04,27840.48,1170.89,14050.68,1149.15,0.5,193733.97,0.5,6.96,165.46,No,None,0.0,0,0.0,0.0,0.0,0.0,622,Lower-Middle,Moderate
U11771,2023-06-18,2023,6,June,63,55-64,Female,High School,Self-employed,Accountant,Europe,5830.43,69965.16,2093.97,25127.64,-13251.47,0.36,101698.5,-2.27,1.45,48.57,Yes,Education,368290.28,24,16987.93,2.91,9.96,2.91,825,Middle,Needs Attention
U11772,2024-11-04,2024,11,November,57,55-64,Male,High School,Student,Doctor,Africa,5827.26,69927.12,2767.02,33204.24,3060.24,0.47,413833.76,0.53,5.92,149.56,No,None,0.0,0,0.0,0.0,0.0,0.0,352,Middle,Healthy
U11773,2024-07-06,2024,7,July,24,18-24,Male,High School,Self-employed,Salesperson,Europe,6040.56,72486.72,4501.96,54023.52,1163.34,0.75,551396.63,0.19,7.61,122.48,Yes,Car,45194.49,300,375.26,0.06,8.87,0.06,409,Upper-Middle,Needs Attention
U11774,2023-12-24,2023,12,December,21,18-24,Male,Master,Unemployed,Teacher,Europe,3438.2,41258.4,1637.03,19644.36,1801.17,0.48,257875.65,0.52,6.25,157.53,No,None,0.0,0,0.0,0.0,0.0,0.0,481,Lower-Middle,Healthy
U11775,2024-12-23,2024,12,December,18,18-24,Male,Bachelor,Employed,Student,Africa,4769.11,57229.32,2957.43,35489.16,1811.68,0.62,66686.04,0.38,1.17,22.55,No,None,0.0,0,0.0,0.0,0.0,0.0,421,Middle,Moderate
U11776,2023-02-23,2023,2,February,43,35-44,Female,Bachelor,Self-employed,Doctor,Asia,1093.63,13123.56,867.84,10414.08,225.79,0.79,33081.06,0.21,2.52,38.12,No,None,0.0,0,0.0,0.0,0.0,0.0,792,Low,Needs Attention
U11777,2024-02-06,2024,2,February,69,65+,Male,Master,Unemployed,Accountant,Other,1946.39,23356.68,681.4,8176.8,1264.99,0.35,117262.27,0.65,5.02,172.09,No,None,0.0,0,0.0,0.0,0.0,0.0,311,Low,Healthy
U11778,2023-12-12,2023,12,December,45,45-54,Male,High School,Student,Unemployed,Other,3464.85,41578.2,2582.95,30995.4,881.9,0.75,351266.87,0.25,8.45,135.99,No,None,0.0,0,0.0,0.0,0.0,0.0,547,Lower-Middle,Needs Attention
U11779,2023-02-23,2023,2,February,47,45-54,Female,Master,Student,Doctor,North America,3863.4,46360.8,2208.21,26498.52,-5203.06,0.57,371555.22,-1.35,8.01,168.26,Yes,Home,473688.89,180,6858.25,1.78,15.7,1.78,496,Lower-Middle,Needs Attention
U11780,2024-10-22,2024,10,October,63,55-64,Female,Bachelor,Employed,Engineer,North America,984.2,11810.4,330.22,3962.64,-20717.85,0.34,73612.79,-21.05,6.23,222.92,Yes,Education,402020.6,24,21371.83,21.71,24.58,21.71,615,Low,Needs Attention
U11781,2021-10-24,2021,10,October,69,65+,Female,Bachelor,Employed,Driver,Other,4616.41,55396.92,2199.76,26397.12,-1264.39,0.48,193199.5,-0.27,3.49,87.83,Yes,Business,324429.82,300,3681.04,0.8,13.09,0.8,798,Middle,Needs Attention
U11782,2022-08-25,2022,8,August,54,45-54,Male,Master,Student,Doctor,Other,6406.56,76878.72,4396.05,52752.6,2010.51,0.69,671549.13,0.31,8.74,152.76,No,None,0.0,0,0.0,0.0,0.0,0.0,722,Upper-Middle,Moderate
U11783,2022-03-28,2022,3,March,53,45-54,Female,Bachelor,Self-employed,Student,Europe,1909.26,22911.12,1013.91,12166.92,895.35,0.53,47660.37,0.47,2.08,47.01,No,None,0.0,0,0.0,0.0,0.0,0.0,619,Low,Moderate
U11784,2023-01-22,2023,1,January,40,35-44,Female,High School,Self-employed,Unemployed,Other,4033.1,48397.2,1874.29,22491.48,2158.81,0.46,380100.05,0.54,7.85,202.8,No,None,0.0,0,0.0,0.0,0.0,0.0,597,Middle,Healthy
U11785,2021-11-06,2021,11,November,36,35-44,Female,Bachelor,Student,Unemployed,Other,5633.4,67600.8,3693.09,44317.08,914.68,0.66,413416.25,0.16,6.12,111.94,Yes,Car,52469.0,60,1025.63,0.18,6.46,0.18,723,Middle,Moderate
U11786,2024-06-28,2024,6,June,59,55-64,Female,Master,Employed,Driver,North America,1715.23,20582.76,1285.33,15423.96,429.9,0.75,65321.03,0.25,3.17,50.82,No,None,0.0,0,0.0,0.0,0.0,0.0,647,Low,Needs Attention
U11787,2022-09-20,2022,9,September,26,25-34,Male,High School,Self-employed,Accountant,Europe,5719.14,68629.68,5107.63,61291.56,-20028.7,0.89,668499.87,-3.5,9.74,130.88,Yes,Car,392533.31,24,20640.21,3.61,23.42,3.61,791,Middle,Needs Attention
U11788,2023-03-16,2023,3,March,39,35-44,Female,Bachelor,Unemployed,Unemployed,North America,2528.58,30342.96,1575.11,18901.32,-6328.61,0.62,201052.1,-2.5,6.63,127.64,Yes,Business,358545.9,120,7282.08,2.88,21.47,2.88,844,Lower-Middle,Needs Attention
U11789,2022-05-24,2022,5,May,38,35-44,Female,Other,Employed,Engineer,North America,3603.84,43246.08,3093.22,37118.64,-4772.21,0.86,231626.9,-1.32,5.36,74.88,Yes,Home,54729.86,12,5282.83,1.47,28.04,1.47,454,Lower-Middle,Needs Attention
U11790,2023-06-18,2023,6,June,34,25-34,Male,Bachelor,Employed,Engineer,North America,3262.42,39149.04,1318.81,15825.72,1943.61,0.4,208187.14,0.6,5.32,157.86,No,None,0.0,0,0.0,0.0,0.0,0.0,773,Lower-Middle,Healthy
U11791,2025-05-27,2025,5,May,54,45-54,Female,Master,Employed,Manager,Europe,4230.51,50766.12,3088.3,37059.6,1142.21,0.73,268447.92,0.27,5.29,86.92,No,None,0.0,0,0.0,0.0,0.0,0.0,827,Middle,Needs Attention
U11792,2024-12-01,2024,12,December,21,18-24,Female,Bachelor,Employed,Driver,Asia,500.0,6000.0,335.7,4028.4,-5689.31,0.67,37304.2,-11.38,6.22,111.12,Yes,Business,304609.6,60,5853.61,11.71,5.75,11.71,426,Low,Needs Attention
U11793,2025-06-14,2025,6,June,29,25-34,Male,High School,Employed,Doctor,North America,4857.44,58289.28,3123.73,37484.76,1733.71,0.64,405273.89,0.36,6.95,129.74,No,None,0.0,0,0.0,0.0,0.0,0.0,411,Middle,Moderate
U11794,2022-06-17,2022,6,June,35,35-44,Female,High School,Employed,Accountant,Asia,7354.42,88253.04,5398.94,64787.28,-19116.04,0.73,663237.82,-2.6,7.52,122.85,Yes,Education,399223.24,24,21071.52,2.87,23.82,2.87,327,Upper-Middle,Needs Attention
U11795,2025-06-12,2025,6,June,22,18-24,Male,Bachelor,Employed,Engineer,Europe,7964.71,95576.52,4051.88,48622.56,3912.83,0.51,656460.93,0.49,6.87,162.01,No,None,0.0,0,0.0,0.0,0.0,0.0,753,Upper-Middle,Moderate
U11796,2025-03-31,2025,3,March,49,45-54,Female,Master,Student,Salesperson,Africa,2908.47,34901.64,872.6,10471.2,2035.87,0.3,200406.08,0.7,5.74,229.67,No,None,0.0,0,0.0,0.0,0.0,0.0,355,Lower-Middle,Healthy
U11797,2024-11-16,2024,11,November,67,65+,Female,Bachelor,Employed,Doctor,Other,4407.96,52895.52,3601.67,43220.04,507.14,0.82,473304.85,0.12,8.95,131.41,Yes,Education,41530.93,180,299.15,0.07,3.61,0.07,637,Middle,Needs Attention
U11798,2022-09-08,2022,9,September,37,35-44,Male,Bachelor,Employed,Driver,North America,4410.57,52926.84,1611.54,19338.48,2799.03,0.37,474990.84,0.63,8.97,294.74,No,None,0.0,0,0.0,0.0,0.0,0.0,613,Middle,Healthy
U11799,2023-08-11,2023,8,August,24,18-24,Male,Bachelor,Student,Driver,Other,1255.73,15068.76,1098.98,13187.76,156.75,0.88,131319.96,0.12,8.71,119.49,No,None,0.0,0,0.0,0.0,0.0,0.0,837,Low,Needs Attention
U11800,2024-08-02,2024,8,August,56,55-64,Male,Bachelor,Employed,Accountant,Africa,3826.45,45917.4,1835.09,22021.08,1991.36,0.48,78253.2,0.52,1.7,42.64,No,None,0.0,0,0.0,0.0,0.0,0.0,708,Lower-Middle,Healthy
U11801,2023-10-12,2023,10,October,21,18-24,Male,High School,Employed,Driver,Other,1457.63,17491.56,1296.43,15557.16,161.2,0.89,91730.17,0.11,5.24,70.76,No,None,0.0,0,0.0,0.0,0.0,0.0,533,Low,Needs Attention
U11802,2024-10-06,2024,10,October,35,35-44,Male,Bachelor,Employed,Student,Asia,2952.65,35431.8,1922.24,23066.88,1030.41,0.65,127076.17,0.35,3.59,66.11,No,None,0.0,0,0.0,0.0,0.0,0.0,502,Lower-Middle,Moderate
U11803,2023-10-15,2023,10,October,44,35-44,Female,High School,Student,Driver,Other,3869.2,46430.4,2891.19,34694.28,-12465.91,0.75,348399.56,-3.22,7.5,120.5,Yes,Business,394306.35,36,13443.92,3.47,13.83,3.47,451,Lower-Middle,Needs Attention
U11804,2022-10-21,2022,10,October,45,45-54,Female,Master,Employed,Driver,Africa,4712.0,56544.0,3455.73,41468.76,1256.27,0.73,393979.75,0.27,6.97,114.01,No,None,0.0,0,0.0,0.0,0.0,0.0,482,Middle,Needs Attention
U11805,2024-05-22,2024,5,May,38,35-44,Male,High School,Self-employed,Doctor,Other,4138.93,49667.16,1425.01,17100.12,2167.02,0.34,245722.81,0.52,4.95,172.44,Yes,Education,46880.0,240,546.9,0.13,12.93,0.13,822,Middle,Healthy
U11806,2024-12-27,2024,12,December,59,55-64,Female,Master,Student,Accountant,North America,500.0,6000.0,156.85,1882.2,343.15,0.31,34129.5,0.69,5.69,217.59,No,None,0.0,0,0.0,0.0,0.0,0.0,512,Low,Healthy
U11807,2024-11-25,2024,11,November,55,55-64,Female,High School,Unemployed,Doctor,Africa,2743.95,32927.4,1648.66,19783.92,1095.29,0.6,114912.7,0.4,3.49,69.7,No,None,0.0,0,0.0,0.0,0.0,0.0,581,Lower-Middle,Moderate
U11808,2024-08-03,2024,8,August,61,55-64,Male,Master,Employed,Manager,North America,4947.99,59375.88,4282.29,51387.48,-4961.83,0.87,258147.73,-1.0,4.35,60.28,Yes,Education,302830.23,360,5627.53,1.14,22.27,1.14,344,Middle,Needs Attention
U11809,2025-04-01,2025,4,April,18,18-24,Female,Bachelor,Unemployed,Driver,North America,4871.96,58463.52,2502.9,30034.8,-2662.73,0.51,354733.8,-0.55,6.07,141.73,Yes,Business,340015.04,180,5031.79,1.03,16.16,1.03,651,Middle,Needs Attention
U11810,2025-07-22,2025,7,July,27,25-34,Female,Bachelor,Employed,Doctor,Other,1680.53,20166.36,1296.85,15562.2,-1261.33,0.77,111429.57,-0.75,5.53,85.92,Yes,Home,71533.89,180,1645.01,0.98,27.1,0.98,444,Low,Needs Attention
U11811,2022-08-30,2022,8,August,37,35-44,Male,Other,Employed,Accountant,Asia,5280.46,63365.52,2309.88,27718.56,-3583.85,0.44,46808.9,-0.68,0.74,20.26,Yes,Car,73603.9,12,6554.43,1.24,12.43,1.24,532,Middle,Needs Attention
U11812,2025-05-27,2025,5,May,55,55-64,Male,High School,Employed,Accountant,Africa,2113.88,25366.56,1257.22,15086.64,-2925.91,0.59,103979.3,-1.38,4.1,82.71,Yes,Car,39899.84,12,3782.57,1.79,24.5,1.79,511,Lower-Middle,Needs Attention
U11813,2023-01-20,2023,1,January,64,55-64,Female,PhD,Student,Unemployed,Other,500.0,6000.0,190.97,2291.64,309.03,0.38,25557.26,0.62,4.26,133.83,No,None,0.0,0,0.0,0.0,0.0,0.0,721,Low,Healthy
U11814,2024-06-30,2024,6,June,19,18-24,Male,Master,Employed,Teacher,Other,3912.22,46946.64,2992.03,35904.36,-1964.46,0.76,234277.94,-0.5,4.99,78.3,Yes,Home,91206.26,36,2884.65,0.74,8.63,0.74,696,Lower-Middle,Needs Attention
U11815,2023-12-31,2023,12,December,24,18-24,Female,Bachelor,Self-employed,Unemployed,Asia,6380.75,76569.0,5309.41,63712.92,1071.34,0.83,15643.15,0.17,0.2,2.95,No,None,0.0,0,0.0,0.0,0.0,0.0,306,Upper-Middle,Needs Attention
U11816,2024-10-21,2024,10,October,48,45-54,Female,Bachelor,Self-employed,Student,North America,3512.29,42147.48,1481.72,17780.64,2030.57,0.42,92410.11,0.58,2.19,62.37,No,None,0.0,0,0.0,0.0,0.0,0.0,554,Lower-Middle,Healthy
U11817,2023-08-19,2023,8,August,62,55-64,Female,Other,Employed,Driver,Other,4465.8,53589.6,3407.44,40889.28,1058.36,0.76,8663.31,0.24,0.16,2.54,No,None,0.0,0,0.0,0.0,0.0,0.0,563,Middle,Needs Attention
U11818,2025-07-13,2025,7,July,29,25-34,Female,Bachelor,Self-employed,Driver,Europe,7204.16,86449.92,5831.33,69975.96,1372.83,0.81,285946.28,0.19,3.31,49.04,No,None,0.0,0,0.0,0.0,0.0,0.0,375,Upper-Middle,Needs Attention
U11819,2024-07-04,2024,7,July,48,45-54,Male,Master,Self-employed,Manager,Asia,4282.67,51392.04,1401.43,16817.16,-6021.35,0.33,134978.01,-1.41,2.63,96.31,Yes,Car,467006.33,360,8902.59,2.08,22.85,2.08,515,Middle,Needs Attention
U11820,2022-09-03,2022,9,September,36,35-44,Female,Master,Employed,Driver,Asia,2758.66,33103.92,2351.2,28214.4,-7236.65,0.85,324724.98,-2.62,9.81,138.11,Yes,Education,432234.4,120,7644.11,2.77,17.48,2.77,511,Lower-Middle,Needs Attention
U11821,2024-04-01,2024,4,April,22,18-24,Female,Master,Employed,Teacher,Europe,5070.65,60847.8,2568.18,30818.16,-464.87,0.51,25628.19,-0.09,0.42,9.98,Yes,Car,157623.6,60,2967.34,0.59,4.9,0.59,302,Middle,Needs Attention
U11822,2024-01-19,2024,1,January,19,18-24,Male,Bachelor,Employed,Accountant,Europe,4086.61,49039.32,3114.87,37378.44,971.74,0.76,424726.06,0.24,8.66,136.35,No,None,0.0,0,0.0,0.0,0.0,0.0,617,Middle,Needs Attention
U11823,2021-10-16,2021,10,October,41,35-44,Female,Bachelor,Employed,Unemployed,Asia,2918.02,35016.24,1529.5,18354.0,-12667.42,0.52,150398.19,-4.34,4.3,98.33,Yes,Education,372930.74,36,14055.94,4.82,21.03,4.82,763,Lower-Middle,Needs Attention
U11824,2025-01-20,2025,1,January,52,45-54,Male,Master,Self-employed,Manager,Asia,3489.76,41877.12,1980.5,23766.0,1509.26,0.57,177837.45,0.43,4.25,89.79,No,None,0.0,0,0.0,0.0,0.0,0.0,709,Lower-Middle,Moderate
U11825,2022-12-13,2022,12,December,49,45-54,Male,Master,Employed,Doctor,Africa,4943.16,59317.92,2256.68,27080.16,2686.48,0.46,518050.84,0.54,8.73,229.56,No,None,0.0,0,0.0,0.0,0.0,0.0,396,Middle,Healthy
U11826,2022-06-12,2022,6,June,67,65+,Female,High School,Employed,Engineer,Africa,1102.6,13231.2,437.51,5250.12,665.09,0.4,76162.1,0.6,5.76,174.08,No,None,0.0,0,0.0,0.0,0.0,0.0,389,Low,Healthy
U11827,2022-06-19,2022,6,June,41,35-44,Male,High School,Unemployed,Manager,Europe,500.0,6000.0,314.22,3770.64,185.78,0.63,2774.43,0.37,0.46,8.83,No,None,0.0,0,0.0,0.0,0.0,0.0,673,Low,Moderate
U11828,2023-01-20,2023,1,January,32,25-34,Female,Other,Self-employed,Accountant,Asia,7625.26,91503.12,4285.4,51424.8,-7793.61,0.56,827789.82,-1.02,9.05,193.17,Yes,Home,400961.29,60,11133.47,1.46,22.26,1.46,827,Upper-Middle,Needs Attention
U11829,2023-06-29,2023,6,June,28,25-34,Female,Bachelor,Employed,Teacher,Europe,2172.24,26066.88,728.08,8736.96,1368.44,0.34,58190.23,0.63,2.23,79.92,Yes,Business,5651.27,180,75.72,0.03,14.12,0.03,734,Lower-Middle,Healthy
U11830,2023-11-30,2023,11,November,39,35-44,Other,Master,Employed,Doctor,Africa,4621.71,55460.52,1963.06,23556.72,2658.65,0.42,131394.37,0.58,2.37,66.93,No,None,0.0,0,0.0,0.0,0.0,0.0,441,Middle,Healthy
U11831,2025-05-31,2025,5,May,32,25-34,Male,Bachelor,Self-employed,Doctor,North America,3462.23,41546.76,1499.69,17996.28,-2484.87,0.43,32162.9,-0.72,0.77,21.45,Yes,Car,177031.11,60,4447.41,1.28,17.5,1.28,347,Lower-Middle,Needs Attention
U11832,2025-02-01,2025,2,February,62,55-64,Male,Bachelor,Employed,Student,Other,5457.04,65484.48,3117.43,37409.16,-6155.6,0.57,317007.22,-1.13,4.84,101.69,Yes,Education,286485.73,36,8495.21,1.56,4.29,1.56,663,Middle,Needs Attention
U11833,2023-07-03,2023,7,July,19,18-24,Male,Master,Employed,Unemployed,Other,3037.52,36450.24,2395.15,28741.8,-4511.1,0.79,46453.35,-1.49,1.27,19.39,Yes,Home,336953.61,300,5153.47,1.7,18.15,1.7,377,Lower-Middle,Needs Attention
U11834,2024-05-14,2024,5,May,38,35-44,Male,High School,Self-employed,Engineer,Africa,5136.82,61641.84,3578.61,42943.32,1558.21,0.7,547711.24,0.3,8.89,153.05,No,None,0.0,0,0.0,0.0,0.0,0.0,728,Middle,Moderate
U11835,2025-01-02,2025,1,January,29,25-34,Male,Bachelor,Unemployed,Doctor,Other,1800.96,21611.52,1571.46,18857.52,-9704.6,0.87,53486.73,-5.39,2.47,34.04,Yes,Car,246789.41,36,9934.1,5.52,25.93,5.52,691,Low,Needs Attention
U11836,2022-09-13,2022,9,September,68,65+,Female,Bachelor,Unemployed,Unemployed,Asia,2294.75,27537.0,1878.66,22543.92,416.09,0.82,73989.51,0.18,2.69,39.38,No,None,0.0,0,0.0,0.0,0.0,0.0,366,Lower-Middle,Needs Attention
U11837,2024-07-08,2024,7,July,30,25-34,Male,Bachelor,Employed,Accountant,Africa,2274.68,27296.16,1030.13,12361.56,-4297.86,0.45,198109.97,-1.89,7.26,192.32,Yes,Business,330209.53,300,5542.41,2.44,20.0,2.44,828,Lower-Middle,Needs Attention
U11838,2021-09-30,2021,9,September,49,45-54,Female,Bachelor,Employed,Student,Asia,813.3,9759.6,723.3,8679.6,90.0,0.89,30753.48,0.11,3.15,42.52,No,None,0.0,0,0.0,0.0,0.0,0.0,480,Low,Needs Attention
U11839,2022-12-22,2022,12,December,56,55-64,Female,Master,Employed,Doctor,Africa,4709.29,56511.48,3890.09,46681.08,819.2,0.83,537978.24,0.17,9.52,138.29,No,None,0.0,0,0.0,0.0,0.0,0.0,535,Middle,Needs Attention
U11840,2024-04-28,2024,4,April,57,55-64,Male,Master,Unemployed,Driver,Asia,4911.0,58932.0,2693.33,32319.96,2217.67,0.55,88427.03,0.45,1.5,32.83,No,None,0.0,0,0.0,0.0,0.0,0.0,753,Middle,Moderate
U11841,2021-10-01,2021,10,October,59,55-64,Female,High School,Unemployed,Driver,Other,4189.63,50275.56,3048.1,36577.2,-43284.26,0.73,62157.08,-10.33,1.24,20.39,Yes,Home,471723.07,12,44425.79,10.6,23.21,10.6,477,Middle,Needs Attention
U11842,2022-04-01,2022,4,April,66,65+,Female,Bachelor,Employed,Engineer,Asia,3359.4,40312.8,1152.83,13833.96,2143.54,0.34,358684.09,0.64,8.9,311.13,Yes,Education,1376.27,24,63.03,0.02,9.24,0.02,432,Lower-Middle,Healthy
U11843,2024-06-26,2024,6,June,22,18-24,Male,Master,Employed,Salesperson,Europe,3993.06,47916.72,1773.05,21276.6,2220.01,0.44,100894.29,0.56,2.11,56.9,No,None,0.0,0,0.0,0.0,0.0,0.0,333,Lower-Middle,Healthy
U11844,2024-04-24,2024,4,April,30,25-34,Male,Bachelor,Unemployed,Salesperson,North America,3999.01,47988.12,3598.67,43184.04,-29967.16,0.9,284876.72,-7.49,5.94,79.16,Yes,Home,346440.92,12,30367.5,7.59,9.44,7.59,458,Lower-Middle,Needs Attention
U11845,2022-12-24,2022,12,December,19,18-24,Male,High School,Student,Driver,Asia,1417.16,17005.92,562.43,6749.16,-5004.28,0.4,31379.19,-3.53,1.85,55.79,Yes,Home,213277.63,60,5859.01,4.13,21.74,4.13,352,Low,Needs Attention
U11846,2024-05-15,2024,5,May,69,65+,Female,High School,Employed,Teacher,Europe,4030.95,48371.4,1651.55,19818.6,-31000.17,0.41,458432.94,-7.69,9.48,277.58,Yes,Car,361306.22,12,33379.57,8.28,19.48,8.28,682,Middle,Needs Attention
U11847,2021-12-14,2021,12,December,27,25-34,Female,High School,Student,Accountant,Asia,3793.29,45519.48,2303.1,27637.2,1490.19,0.61,198191.33,0.39,4.35,86.05,No,None,0.0,0,0.0,0.0,0.0,0.0,700,Lower-Middle,Moderate
U11848,2024-06-15,2024,6,June,33,25-34,Female,Master,Employed,Salesperson,North America,5572.1,66865.2,2329.48,27953.76,3242.62,0.42,17159.58,0.58,0.26,7.37,No,None,0.0,0,0.0,0.0,0.0,0.0,707,Middle,Healthy
U11849,2021-10-03,2021,10,October,29,25-34,Male,High School,Employed,Teacher,Africa,3918.38,47020.56,2090.89,25090.68,-3630.33,0.53,224187.62,-0.93,4.77,107.22,Yes,Car,240971.75,240,5457.82,1.39,27.05,1.39,542,Lower-Middle,Needs Attention
U11850,2021-12-16,2021,12,December,23,18-24,Male,Bachelor,Self-employed,Doctor,Europe,4043.05,48516.6,3511.23,42134.76,531.82,0.87,261083.16,0.13,5.38,74.36,No,None,0.0,0,0.0,0.0,0.0,0.0,724,Middle,Needs Attention
U11851,2024-06-26,2024,6,June,33,25-34,Male,PhD,Employed,Salesperson,Africa,1078.95,12947.4,502.54,6030.48,576.41,0.47,64564.46,0.53,4.99,128.48,No,None,0.0,0,0.0,0.0,0.0,0.0,469,Low,Healthy
U11852,2022-01-10,2022,1,January,50,45-54,Female,Master,Employed,Doctor,Asia,2863.14,34357.68,1127.18,13526.16,-9421.15,0.39,61656.99,-3.29,1.79,54.7,Yes,Business,356538.64,60,11157.11,3.9,28.26,3.9,692,Lower-Middle,Needs Attention
U11853,2025-06-04,2025,6,June,47,45-54,Female,Master,Unemployed,Unemployed,Africa,4189.73,50276.76,2864.13,34369.56,1325.6,0.68,310312.91,0.32,6.17,108.34,No,None,0.0,0,0.0,0.0,0.0,0.0,681,Middle,Moderate
U11854,2025-06-12,2025,6,June,30,25-34,Male,Bachelor,Self-employed,Teacher,North America,4576.78,54921.36,2445.42,29345.04,2131.36,0.53,361919.57,0.47,6.59,148.0,No,None,0.0,0,0.0,0.0,0.0,0.0,319,Middle,Moderate
U11855,2025-04-05,2025,4,April,27,25-34,Male,Master,Self-employed,Engineer,North America,3292.53,39510.36,1575.63,18907.56,1716.9,0.48,278705.71,0.52,7.05,176.89,No,None,0.0,0,0.0,0.0,0.0,0.0,550,Lower-Middle,Healthy
U11856,2023-01-09,2023,1,January,56,55-64,Female,High School,Employed,Unemployed,Asia,6972.06,83664.72,3881.86,46582.32,-7063.7,0.56,277868.06,-1.01,3.32,71.58,Yes,Business,308362.5,36,10153.9,1.46,11.4,1.46,459,Upper-Middle,Needs Attention
U11857,2022-08-18,2022,8,August,35,35-44,Female,Bachelor,Employed,Student,North America,5400.86,64810.32,1986.42,23837.04,-8284.23,0.37,175757.32,-1.53,2.71,88.48,Yes,Car,377814.66,36,11698.67,2.17,7.19,2.17,495,Middle,Needs Attention
U11858,2023-05-12,2023,5,May,51,45-54,Female,Master,Employed,Doctor,Other,3211.02,38532.24,1000.11,12001.32,2210.91,0.31,140447.84,0.69,3.64,140.43,No,None,0.0,0,0.0,0.0,0.0,0.0,409,Lower-Middle,Healthy
